id,first_name,height_feet,height_inches,last_name,position,team,weight_pounds,team_id
1065,Martin,,,Muursepp,,MIA,,16
1066,Gaylon,,,Nickerson,,SAS,,27
1067,Marcus,,,Brown,,POR,,25
1068,Robert,,,Werdann,,BKN,,3
1069,Ruben,,,Nembhard,,UTA,,29
1070,Jamie,,,Feick,,CHA,,4
1071,Jason,,,Sasser,,SAS,,27
1072,Tony,,,Farmer,,MIA,,16
1073,Shawnelle,,,Scott,,CLE,,6
1074,Brian,,,Evans,,ORL,,22
1075,Steve,,,Hamer,,BOS,,2
1076,Dexter,,,Boney,,PHX,,24
1077,Michael,,,Hawkins,,BOS,,2
1078,Joe,,,Stephens,,HOU,,11
1079,Horacio,,,Llamas,,PHX,,24
1080,Jimmy,,,Carruth,,MIL,,17
1081,Bruce,,,Bowen,,MIA,,16
1082,Stevin,,,Smith,,DAL,,7
1083,Matt,,,Steigenga,,CHI,,5
1084,Kevin,,,Ollie,,DAL,,7
1085,Bubba,,,Wells,,DAL,,7
1086,Antonio,,,Daniels,G,MEM,,15
1087,Tracy,,,McGrady,,TOR,,28
1088,Chris,,,Garner,,TOR,,28
1089,Tim,,,Duncan,F,SAS,,27
1090,Tony,,,Battie,F,DEN,,8
1091,Bobby,,,Jackson,G,DEN,,8
1092,Danny,,,Fortson,,DEN,,8
1093,Eric,,,Washington,,DEN,,8
1094,Etdrick,,,Bohannon,,IND,,12
1095,Mark,,,Pope,,IND,,12
1096,Ron,,,Mercer,G,BOS,,2
1097,Chauncey,,,Billups,,BOS,,2
1098,John,,,Thomas,,BOS,,2
1099,Kelvin,,,Cato,,POR,,25
1100,Alvin,,,Williams,,POR,,25
1101,Maurice,,,Taylor,,LAC,,13
1102,Keith,,,Closs,,LAC,,13
1103,Adonal,,,Foyle,,GSW,,10
1104,DeJuan,,,Wheat,,MIN,,18
1105,Ed,,,Gray,,ATL,,1
1106,Chris,,,Crawford,,ATL,,1
1107,Zydrunas,,,Ilgauskas,C,CLE,,6
1108,Derek,,,Anderson,G,CLE,,6
1109,Brevin,,,Knight,,CLE,,6
1110,Cedric,,,Henderson,,CLE,,6
1111,Rodrick,,,Rhodes,,HOU,,11
1112,Jacque,,,Vaughn,,UTA,,29
1113,Troy,,,Hudson,,UTA,,29
1114,Jerald,,,Honeycutt,,MIL,,17
1115,Jeff,,,Nordgaard,,MIL,,17
1116,Tim,,,Thomas,,PHI,,23
1117,God,,,Shammgod,,WAS,,30
1118,Scot,,,Pollard,,DET,,9
1119,Keith,,,Van Horn,,BKN,,3
1120,Michael,,,Stewart,,SAC,,26
1121,Anthony,,,Johnson,,SAC,,26
1122,Derek,,,Grimm,,SAC,,26
1123,Lawrence,,,Funderburke,,SAC,,26
1124,Chris,,,Anstey,,DAL,,7
1125,Rick,,,Brunson,,POR,,25
1126,Travis,,,Williams,,CHA,,4
1127,Tariq,,,Abdul-Wahad,,SAC,,26
1128,Charles,,,Smith,,MIA,,16
1129,Keith,,,Booth,,CHI,,5
1130,Ed,,,Stokes,,TOR,,28
1131,Charles,,,O'Bannon,,DET,,9
1132,Austin,,,Croshere,,IND,,12
1133,Rusty,,,LaRue,,CHI,,5
1134,Kiwane,,,Garris,,DEN,,8
1135,Marko,,,Milic,,PHX,,24
1136,Johnny,,,Taylor,,ORL,,22
1137,James,,,Cotton,,OKC,,21
1138,James,,,Collins,,LAC,,13
1139,Anthony,,,Parker,,PHI,,23
1140,Jason,,,Lawson,,ORL,,22
1141,Kebu,,,Stewart,,PHI,,23
1142,Kelly,,,McCarty,,IND,,12
1143,Drew,,,Barry,,ATL,,1
1144,Michael,,,McDonald,,CHA,,4
1145,Brandon,,,Williams,,GSW,,10
1146,William,,,Cunningham,,UTA,,29
1147,Shea,,,Seals,,LAL,,14
1148,Reggie,,,Hanson,,BOS,,2
1149,Rashard,,,Lewis,,OKC,,21
1150,Jelani,,,McCoy,,OKC,,21
1151,Vladimir,,,Stepania,,OKC,,21
1152,Larry,,,Hughes,,PHI,,23
1153,Casey,,,Shaw,,PHI,,23
1154,Nazr,,,Mohammed,,PHI,,23
1155,Ricky,,,Davis,,CHA,,4
1156,Brad,,,Miller,,CHA,,4
1157,Mikki,,,Moore,,DET,,9
1158,Michael,,,Doleac,,ORL,,22
1159,Matt,,,Harpring,,ORL,,22
1160,Miles,,,Simon,,ORL,,22
1161,Jason,,,Williams,G,SAC,,26
1162,Peja,,,Stojakovic,,SAC,,26
1163,Jerome,,,James,,SAC,,26
1164,Peter,,,Aluma,,SAC,,26
1165,Gerard,,,King,,SAS,,27
1166,Mark,,,Baker,,TOR,,28
1167,Sean,,,Marks,,TOR,,28
1168,Paul,,,Pierce,F,BOS,,2
1169,Marlon,,,Garnett,,BOS,,2
1170,Jahidi,,,White,,WAS,,30
1171,Randell,,,Jackson,,WAS,,30
1172,Al,,,Harrington,,IND,,12
1173,Shammond,,,Williams,,ATL,,1
1174,Jeff,,,Sheppard,,ATL,,1
1175,Roshown,,,McLeod,,ATL,,1
1176,Pat,,,Garrity,,PHX,,24
1177,Gerald,,,Brown,,PHX,,24
1178,Toby,,,Bailey,,PHX,,24
1179,Michael,,,Olowokandi,,LAC,,13
1180,Tyrone,,,Nesby,,LAC,,13
1181,Michael,,,Dickerson,G,HOU,,11
1182,Bryce,,,Drew,,HOU,,11
1183,John,,,Coker,,HOU,,11
1184,Cuttino,,,Mobley,,HOU,,11
1185,Ruben,,,Patterson,,LAL,,14
1186,Sam,,,Jacobson,,LAL,,14
1187,Tyronn,,,Lue,,LAL,,14
1188,Kornel,,,David,,CHI,,5
1189,Cory,,,Carr,,CHI,,5
1190,Corey,,,Benjamin,,CHI,,5
1191,Paul,,,Grant,,MIN,,18
1192,Andrae,,,Patterson,,MIN,,18
1193,Raef,,,LaFrentz,C,DEN,,8
1194,Keon,,,Clark,,DEN,,8
1195,Tyson,,,Wheeler,,DEN,,8
1196,Robert,,,Traylor,,MIL,,17
1197,Earl,,,Boykins,,BKN,,3
1198,Antawn,,,Jamison,,GSW,,10
1199,Mike,,,Bibby,G,MEM,,15
1200,Felipe,,,Lopez,,MEM,,15
1201,J.R.,,,Henderson,,MEM,,15
1202,Bonzi,,,Wells,,POR,,25
1203,Damon,,,Jones,,BKN,,3
1204,Charles,,,R. Jones,,CHI,,5
1205,Ryan,,,Stack,,CLE,,6
1206,Brian,,,Skinner,,LAC,,13
1207,Jonathan,,,Kerner,,ORL,,22
1208,Korleone,,,Young,,DET,,9
1209,Trevor,,,Winter,,MIN,,18
1210,Bruno,,,Sundov,,DAL,,7
1211,Mirsad,,,Turkcan,,NYK,,20
1212,Alvin,,,Sims,,PHX,,24
1213,Rasho,,,Nesterovic,,MIN,,18
1214,Todd,,,MacCulloch,,PHI,,23
1215,Jumaine,,,Jones,,PHI,,23
1216,Lamar,,,Odom,F,LAC,,13
1217,Obinna,,,Ekezie,,MEM,,15
1218,Milt,,,Palacio,,MEM,,15
1219,Devean,,,George,,LAL,,14
1220,Quincy,,,Lewis,,UTA,,29
1221,Scott,,,Padgett,,UTA,,29
1222,Andre,,,Miller,,CLE,,6
1223,Trajan,,,Langdon,,CLE,,6
1224,Anthony,,,Carter,,MIA,,16
1225,Rodney,,,Buford,,MIA,,16
1226,Shawn,,,Marion,G,PHX,,24
1227,James,,,Posey,F,DEN,,8
1228,Ryan,,,Bowen,,DEN,,8
1229,Adrian,,,Griffin,F,BOS,,2
1230,Wayne,,,Turner,,BOS,,2
1231,Aleksandar,,,Radojevic,,TOR,,28
1232,Steve,,,Francis,G,HOU,,11
1233,Kenny,,,Thomas,,HOU,,11
1234,Vonteego,,,Cummings,G,GSW,,10
1235,Corey,,,Maggette,,ORL,,22
1236,Chucky,,,Atkins,,ORL,,22
1237,Baron,,,Davis,,CHA,,4
1238,Jason,,,Miskiri,,CHA,,4
1239,Eddie,,,Robinson,,CHA,,4
1240,Derek,,,Hood,,CHA,,4
1241,Jeff,,,Foster,,IND,,12
1242,Jason,,,Terry,,ATL,,1
1243,Cal,,,Bowdler,,ATL,,1
1244,Dion,,,Glover,,ATL,,1
1245,Richard,,,Hamilton,,WAS,,30
1246,Laron,,,Profit,,WAS,,30
1247,Elton,,,Brand,F,CHI,,5
1248,Michael,,,Ruffin,,CHI,,5
1249,Metta,,,World Peace,,CHI,,5
1250,Dedric,,,Willoughby,,CHI,,5
1251,Wally,,,Szczerbiak,F,MIN,,18
1252,William,,,Avery,,MIN,,18
1253,Rick,,,Hughes,,DAL,,7
1254,Leon,,,Smith,,DAL,,7
1255,Lazaro,,,Borrell,,OKC,,21
1256,Jermaine,,,Jackson,,DET,,9
1257,Chris,,,Herren,,DEN,,8
1258,John,,,Celestand,,LAL,,14
1259,Lari,,,Ketner,,CHI,,5
1260,Tim,,,Young,,GSW,,10
1261,DeMarco,,,Johnson,,NYK,,20
1262,A.J.,,,Bramlett,,CLE,,6
1263,Harold,,,Jamison,,MIA,,16
1264,Jonathan,,,Bender,,IND,,12
1265,Jamel,,,Thomas,,BOS,,2
1266,Evan,,,Eschmeyer,,BKN,,3
1267,Greg,,,Buckner,,DAL,,7
1268,Tim,,,James,,MIA,,16
1269,Rafer,,,Alston,,MIL,,17
1270,Ira,,,Bowman,,PHI,,23
1271,Derrick,,,Dial,,SAS,,27
1272,Calvin,,,Booth,,WAS,,30
1273,Maceo,,,Baston,,MIL,,17
1274,Jamaal,,,Magloire,,CHA,,4
1275,Hanno,,,Mottola,F,ATL,,1
1276,DerMarr,,,Johnson,,ATL,,1
1277,Pepe,,,Sanchez,,PHI,,23
1278,Lavor,,,Postell,,NYK,,20
1279,Chris,,,Mihm,,CLE,,6
1280,Stephen,,,Jackson,F,BKN,,3
1281,Kenyon,,,Martin,F,BKN,,3
1282,Soumaila,,,Samake,,BKN,,3
1283,Desmond,,,Mason,G,OKC,,21
1284,Ruben,,,Wolkowyski,,OKC,,21
1285,Stromile,,,Swift,,MEM,,15
1286,Joel,,,Przybilla,,MIL,,17
1287,Michael,,,Redd,,MIL,,17
1288,Eduardo,,,Najera,F,DAL,,7
1289,Courtney,,,Alexander,,DAL,,7
1290,Hedo,,,Turkoglu,,SAC,,26
1291,Khalid,,,El-Amin,G,CHI,,5
1292,Marcus,,,Fizer,,CHI,,5
1293,A.J.,,,Guyton,,CHI,,5
1294,Dragan,,,Tarlac,,CHI,,5
1295,Darius,,,Miles,G,LAC,,13
1296,Keyon,,,Dooling,,LAC,,13
1297,Quentin,,,Richardson,,LAC,,13
1298,DeShawn,,,Stevenson,,UTA,,29
1299,Mike,,,Miller,,ORL,,22
1300,Mark,,,Madsen,,LAL,,14
1301,Erick,,,Barkley,,POR,,25
1302,Mateen,,,Cleaves,,DET,,9
1303,Morris,,,Peterson,,TOR,,28
1304,Jason,,,Collier,,HOU,,11
1305,Daniel,,,Santiago,,PHX,,24
1306,Paul,,,McPherson,,PHX,,24
1307,Ruben,,,Garces,,PHX,,24
1308,Jake,,,Tsakalidis,,PHX,,24
1309,Marc,,,Jackson,,GSW,,10
1310,Chris,,,Porter,,GSW,,10
1311,Jamal,,,Robinson,,MIA,,16
1312,Eddie,,,House,,MIA,,16
1313,Jerome,,,Moiso,,BOS,,2
1314,Mark,,,Blount,,BOS,,2
1315,Dan,,,Langhi,,HOU,,11
1316,Garth,,,Joseph,,TOR,,28
1317,Jake,,,Voskuhl,,CHI,,5
1318,Mike,,,Penberthy,,LAL,,14
1319,Lee,,,Nailon,,CHA,,4
1320,Zendon,,,Hamilton,,LAC,,13
1321,Terrance,,,Roberson,,CHA,,4
1322,Dalibor,,,Bagaric,,CHI,,5
1323,Ira,,,Newble,,SAS,,27
1324,Donnell,,,Harvey,,DAL,,7
1325,Brian,,,Cardinal,,DET,,9
1326,Slava,,,Medvedenko,,LAL,,14
1327,Olumide,,,Oyedeji,,OKC,,21
1328,Andy,,,Panko,,ATL,,1
1329,Jabari,,,Smith,,SAC,,26
1330,Mamadou,,,N'diaye,,TOR,,28
1331,Sean,,,Colson,,ATL,,1
1332,Art,,,Long,,SAC,,26
1333,Mike,,,Smith,,WAS,,30
1334,David,,,Vanterpool,,WAS,,30
1335,Steve,,,Goodrich,,CHI,,5
1336,Eddie,,,Gill,,BKN,,3
1337,Wang,,,Zhi-zhi,,DAL,,7
1338,Dan,,,McClintock,,DEN,,8
1339,Raja,,,Bell,,PHI,,23
1340,Jason,,,Hart,,MIL,,17
1341,Vladimir,,,Radmanovic,,OKC,,21
1342,Earl,,,Watson,,OKC,,21
1343,Gerald,,,Wallace,,SAC,,26
1344,Jamaal,,,Tinsley,G,IND,,12
1345,Primoz,,,Brezec,,IND,,12
1346,Richard,,,Jefferson,,BKN,,3
1347,Brandon,,,Armstrong,,BKN,,3
1348,Jason,,,Collins,,BKN,,3
1349,Carlos,,,Arroyo,,TOR,,28
1350,Michael,,,Bradley,,TOR,,28
1351,Steven,,,Hunter,,ORL,,22
1352,Andrei,,,Kirilenko,,UTA,,29
1353,Alton,,,Ford,,PHX,,24
1354,Charlie,,,Bell,,PHX,,24
1355,Speedy,,,Claxton,G,PHI,,23
1356,Damone,,,Brown,,PHI,,23
1357,Loren,,,Woods,,MIN,,18
1358,Eddie,,,Griffin,,HOU,,11
1359,Oscar,,,Torres,,HOU,,11
1360,Tierre,,,Brown,,HOU,,11
1361,Terence,,,Morris,,HOU,,11
1362,Zeljko,,,Rebraca,,DET,,9
1363,Rodney,,,White,,DET,,9
1365,Joseph,,,Forte,,BOS,,2
1366,Kedrick,,,Brown,,BOS,,2
1367,DeSagana,,,Diop,,CLE,,6
1368,Kwame,,,Brown,,WAS,,30
1369,Bobby,,,Simmons,,WAS,,30
1370,Etan,,,Thomas,,WAS,,30
1371,Ruben,,,Boumtje-Boumtje,,POR,,25
1372,Jason,,,Richardson,,GSW,,10
1373,Troy,,,Murphy,,GSW,,10
1374,Gilbert,,,Arenas,,GSW,,10
1375,Trenton,,,Hassell,,CHI,,5
1376,Eddy,,,Curry,,CHI,,5
1377,Tang,,,Hamilton,,MIA,,16
1378,Shane,,,Battier,F,MEM,,15
1379,Will,,,Solomon,,MEM,,15
1380,Antonis,,,Fotsis,,MEM,,15
1381,Alvin,,,Jones,,PHI,,23
1382,Jeff,,,Trepagnier,,CLE,,6
1383,Joe,,,Crispin,,LAL,,14
1384,Ernest,,,Brown,,MIA,,16
1385,Jarron,,,Collins,,UTA,,29
1386,Jamison,,,Brewer,,IND,,12
1387,Malik,,,Allen,,MIA,,16
1388,Predrag,,,Drobnjak,,OKC,,21
1389,Chris,,,Andersen,,DEN,,8
1390,Kenny,,,Satterfield,,DEN,,8
1391,Brendan,,,Haywood,,WAS,,30
1392,Kirk,,,Haston,,CHA,,4
1393,Samuel,,,Dalembert,,PHI,,23
1394,Mike,,,James,,MIA,,16
1395,Maurice,,,Evans,,MIN,,18
1396,Jeryl,,,Sasser,,ORL,,22
1397,Dean,,,Oliver,,GSW,,10
1398,Norman,,,Richardson,,IND,,12
1399,Brian,,,Scalabrine,,BKN,,3
1400,Ratko,,,Varda,,DET,,9
1401,Tremaine,,,Fowlkes,,LAC,,13
1402,Mengke,,,Bateer,,DEN,,8
1403,Ike,,,Fontaine,,MEM,,15
1404,Ansu,,,Sesay,,OKC,,21
1405,Omar,,,Cook,,BOS,,2
1406,John,,,Salmons,,PHI,,23
1407,Efthimios,,,Rentzias,,PHI,,23
1408,Pat,,,Burke,C,ORL,,22
1409,Ryan,,,Humphrey,,ORL,,22
1410,Carlos,,,Boozer,,CLE,,6
1411,Smush,,,Parker,,CLE,,6
1412,Manu,,,Ginobili,,SAS,,27
1413,Jannero,,,Pargo,,LAL,,14
1414,Kareem,,,Rush,,LAL,,14
1415,Frank,,,Williams,,NYK,,20
1416,Tayshaun,,,Prince,,DET,,9
1417,Mehmet,,,Okur,,DET,,9
1418,Jared,,,Jeffries,,WAS,,30
1419,Juan,,,Dixon,,WAS,,30
1420,Nate,,,Huffman,,TOR,,28
1421,Chris,,,Jefferies,,TOR,,28
1422,Chris,,,Wilcox,,LAC,,13
1423,Marko,,,Jaric,,LAC,,13
1424,Qyntel,,,Woods,,POR,,25
1425,Jay,,,Williams,G,CHI,,5
1426,Lonny,,,Baxter,,CHI,,5
1427,J.R.,,,Bremer,,BOS,,2
1428,Jiri,,,Welsch,,GSW,,10
1429,Mike,,,Dunleavy,,GSW,,10
1430,Nikoloz,,,Tskitishvili,,DEN,,8
1431,Junior,,,Harrington,,DEN,,8
1432,Igor,,,Rakocevic,,MIN,,18
1433,Amar'e,,,Stoudemire,,PHX,,24
1434,Casey,,,Jacobsen,,PHX,,24
1435,Reggie,,,Evans,F,OKC,,21
1436,Dan,,,Gadzuric,C,MIL,,17
1437,Marcus,,,Haislip,,MIL,,17
1438,Flip,,,Murray,,MIL,,17
1439,Caron,,,Butler,F,MIA,,16
1440,Rasual,,,Butler,,MIA,,16
1441,Drew,,,Gooden,F,MEM,,15
1442,Gordan,,,Giricek,,MEM,,15
1443,Mike,,,Batiste,,MEM,,15
1444,Juaquin,,,Hawkins,,HOU,,11
1445,Yao,,,Ming,,HOU,,11
1446,Bostjan,,,Nachbar,,HOU,,11
1447,Fred,,,Jones,,IND,,12
1448,Dan,,,Dickau,,ATL,,1
1449,Tamar,,,Slay,,BKN,,3
1450,Guy,,,Rucker,,GSW,,10
1451,Devin,,,Brown,,SAS,,27
1452,Robert,,,Archibald,,MEM,,15
1453,Adam,,,Harrington,,DAL,,7
1454,Ken,,,Johnson,,MIA,,16
1455,Cezary,,,Trybanski,,MEM,,15
1456,Dajuan,,,Wagner,,CLE,,6
1457,Predrag,,,Savovic,,DEN,,8
1458,Tito,,,Maddox,,HOU,,11
1459,Melvin,,,Ely,,LAC,,13
1460,Sean,,,Lampley,,MIA,,16
1461,Vincent,,,Yarbrough,,DEN,,8
1462,Mike,,,Wilks,G,ATL,,1
1463,Paul,,,Shirley,,ATL,,1
1464,Antoine,,,Rigaudeau,,DAL,,7
1465,Jamal,,,Sampson,,MIL,,17
1466,Roger,,,Mason Jr.,,CHI,,5
1467,Chris,,,Owens,,MEM,,15
1468,T.J.,,,Ford,,MIL,,17
1469,Zoran,,,Planinic,,BKN,,3
1470,Josh,,,Howard,,DAL,,7
1471,Marquis,,,Daniels,,DAL,,7
1472,Luke,,,Walton,,LAL,,14
1473,Jerome,,,Beasley,,MIA,,16
1474,Willie,,,Green,,PHI,,23
1475,Zarko,,,Cabarkapa,,PHX,,24
1476,Leandro,,,Barbosa,,PHX,,24
1477,Keith,,,McLeod,,MIN,,18
1478,Ndudi,,,Ebi,,MIN,,18
1479,Boris,,,Diaw,,ATL,,1
1480,Travis,,,Hansen,,ATL,,1
1481,David,,,West,,NOP,,19
1482,Chris,,,Bosh,,TOR,,28
1483,Ben,,,Handlogten,,UTA,,29
1484,Sasha,,,Pavlovic,,UTA,,29
1485,Raul,,,Lopez,,UTA,,29
1486,Mo,,,Williams,,UTA,,29
1487,Jason,,,Kapono,,CLE,,6
1488,Darius,,,Songaila,,SAC,,26
1489,Mickael,,,Pietrus,,GSW,,10
1490,Britton,,,Johnsen,F,ORL,,22
1491,Reece,,,Gaines,,ORL,,22
1492,Michael,,,Sweetney,,NYK,,20
1493,Marcus,,,Banks,,BOS,,2
1494,Francisco,,,Elson,,DEN,,8
1495,Darko,,,Milicic,,DET,,9
1496,Jarvis,,,Hayes,F,WAS,,30
1497,Steve,,,Blake,,WAS,,30
1498,Torraye,,,Braggs,,HOU,,11
1499,Chris,,,Kaman,,LAC,,13
1500,Luke,,,Ridnour,,OKC,,21
1501,Richie,,,Frahm,,OKC,,21
1502,Troy,,,Bell,,MEM,,15
1503,Kirk,,,Penney,,MIA,,16
1504,Matt,,,Carroll,,POR,,25
1505,Kirk,,,Hinrich,,CHI,,5
1506,Linton,,,Johnson,,CHI,,5
1507,Keith,,,Bogans,,ORL,,22
1508,Alex,,,Garcia,,SAS,,27
1509,Maciej,,,Lampe,,PHX,,24
1510,Theron,,,Smith,,MEM,,15
1511,Curtis,,,Borchardt,,UTA,,29
1512,Travis,,,Outlaw,,POR,,25
1513,Kendrick,,,Perkins,,BOS,,2
1514,Dahntay,,,Jones,,MEM,,15
1515,Kaniel,,,Dickens,,POR,,25
1516,Brian,,,Cook,,LAL,,14
1517,James,,,Jones,,IND,,12
1518,Brandon,,,Hunter,,BOS,,2
1519,Slavko,,,Vranes,,POR,,25
1520,Ronald,,,Dupree,,CHI,,5
1521,Ime,,,Udoka,,LAL,,14
1522,Matt,,,Barnes,,LAC,,13
1523,Maurice,,,Carter,,LAL,,14
1524,Desmond,,,Penigar,,ORL,,22
1525,Hiram,,,Fuller,,ATL,,1
1526,Josh,,,Davis,,ATL,,1
1527,Desmond,,,Ferguson,,POR,,25
1528,Sasha,,,Vujacic,,LAL,,14
1529,Carlos,,,Delfino,,DET,,9
1530,Kevin,,,Martin,,SAC,,26
1531,Erik,,,Daniels,,SAC,,26
1532,DJ,,,Mbenga,,DAL,,7
1533,Jameer,,,Nelson,,ORL,,22
1534,Kirk,,,Snyder,,UTA,,29
1535,Kris,,,Humphries,,UTA,,29
1536,Nick,,,Collison,,OKC,,21
1537,Robert,,,Swift,,OKC,,21
1538,Damien,,,Wilkins,,OKC,,21
1539,Lionel,,,Chalmers,,LAC,,13
1540,Quinton,,,Ross,,LAC,,13
1541,Josh,,,Smith,,ATL,,1
1542,Josh,,,Childress,,ATL,,1
1543,Royal,,,Ivey,,ATL,,1
1544,Jackson,,,Vroman,,PHX,,24
1545,Yuta,,,Tabuse,,PHX,,24
1546,Peter,,,John Ramos,,WAS,,30
1547,Sebastian,,,Telfair,,POR,,25
1548,Andris,,,Biedrins,,GSW,,10
1549,Rafael,,,Araujo,,TOR,,28
1550,Matt,,,Bonner,,TOR,,28
1551,Beno,,,Udrih,,SAS,,27
1552,Tony,,,Allen,,BOS,,2
1553,Al,,,Jefferson,,BOS,,2
1554,David,,,Harrison,,IND,,12
1555,John,,,Edwards,,IND,,12
1556,Luke,,,Jackson,,CLE,,6
1558,Nenad,,,Krstic,,BKN,,3
1559,Emeka,,,Okafor,F,CHA,,4
1560,Bernard,,,Robinson,,CHA,,4
1561,Andres,,,Nocioni,F,CHI,,5
1562,Ben,,,Gordon,G,CHI,,5
1563,Jared,,,Reiner,,CHI,,5
1564,Chris,,,Duhon,,CHI,,5
1565,Mario,,,Kasun,,ORL,,22
1566,Pape,,,Sow,,TOR,,28
1567,Geno,,,Carlisle,,POR,,25
1568,Awvee,,,Storey,,BKN,,3
1569,Tim,,,Pickett,,NOP,,19
1570,Matt,,,Freije,,NOP,,19
1571,Andre,,,Barrett,,HOU,,11
1572,Justin,,,Reed,,BOS,,2
1573,Donta,,,Smith,,ATL,,1
1574,Delonte,,,West,,BOS,,2
1575,Horace,,,Jenkins,,DET,,9
1576,Corsley,,,Edwards,,NOP,,19
1577,Antonio,,,Burks,,MEM,,15
1578,Tony,,,Bobbitt,,LAL,,14
1579,Luis,,,Flores,,GSW,,10
1580,Ibrahim,,,Kutluay,,OKC,,21
1581,Ha,,,Ha,,POR,,25
1582,James,,,Thomas,,POR,,25
1583,Andre,,,Emmett,,MEM,,15
1584,Brandin,,,Knight,,HOU,,11
1585,Billy,,,Thomas,,BKN,,3
1586,Viktor,,,Khryapa,,POR,,25
1587,Dorell,,,Wright,,MIA,,16
1588,Maurice,,,Baker,,LAC,,13
1589,Pavel,,,Podkolzin,,DAL,,7
1590,Jackie,,,Butler,,NYK,,20
1591,Mark,,,Jones,,ORL,,22
1592,Fabricio,,,Oberto,,SAS,,27
1594,Deng,,,Gai,,PHI,,23
1595,Josh,,,Powell,,DAL,,7
1596,Dijon,,,Thompson,,PHX,,24
1597,Francisco,,,Garcia,,SAC,,26
1598,Ronnie,,,Price,,SAC,,26
1599,Brandon,,,Bass,,NOP,,19
1600,Arvydas,,,Macijauskas,,NOP,,19
1601,Deron,,,Williams,,UTA,,29
1602,Robert,,,Whaley,,UTA,,29
1603,Earl,,,Barron,,MIA,,16
1604,Wayne,,,Simien,,MIA,,16
1605,Matt,,,Walsh,,MIA,,16
1606,Lawrence,,,Roberts,,MEM,,15
1607,Hakim,,,Warrick,,MEM,,15
1608,Andrew,,,Bynum,,LAL,,14
1609,Linas,,,Kleiza,,DEN,,8
1610,Daniel,,,Ewing,,LAC,,13
1611,James,,,Singleton,,LAC,,13
1612,Yaroslav,,,Korolev,,LAC,,13
1613,Boniface,,,Ndong,,LAC,,13
1614,Johan,,,Petro,C,OKC,,21
1615,Sean,,,May,,CHA,,4
1616,Sarunas,,,Jasikevicius,,IND,,12
1617,Danny,,,Granger,,IND,,12
1618,Travis,,,Diener,,ORL,,22
1619,Jarrett,,,Jack,,POR,,25
1620,Martell,,,Webster,,POR,,25
1621,Rashad,,,McCants,,MIN,,18
1622,Nate,,,Robinson,,NYK,,20
1623,Ryan,,,Gomes,,BOS,,2
1624,Orien,,,Greene,,BOS,,2
1625,Donell,,,Taylor,,WAS,,30
1626,Joey,,,Graham,F,TOR,,28
1627,Charlie,,,Villanueva,,TOR,,28
1628,Jason,,,Maxiell,,DET,,9
1629,Luther,,,Head,,HOU,,11
1630,Salim,,,Stoudamire,,ATL,,1
1631,Esteban,,,Batista,,ATL,,1
1632,Chris,,,Taft,,GSW,,10
1633,Aaron,,,Miles,,GSW,,10
1634,Devin,,,Green,,LAL,,14
1635,Monta,,,Ellis,,GSW,,10
1636,Kevin,,,Burleson,,CHA,,4
1637,Sergei,,,Monia,G,POR,,25
1638,Andre,,,Owens,,UTA,,29
1639,Eddie,,,Basden,,CHI,,5
1640,Martynas,,,Andriuskevicius,,CLE,,6
1641,David,,,Lee,,NYK,,20
1642,Von,,,Wafer,,LAL,,14
1643,Andray,,,Blatche,,WAS,,30
1644,Melvin,,,Sanders,,SAS,,27
1645,Shavlik,,,Randolph,,PHI,,23
1646,Sharrod,,,Ford,,PHX,,24
1647,Alan,,,Anderson,,CHA,,4
1648,Julius,,,Hodge,,DEN,,8
1649,Rawle,,,Marshall,,DAL,,7
1650,Alex,,,Scales,,SAS,,27
1651,Gerald,,,Fitch,,MIA,,16
1652,Ike,,,Diogu,,GSW,,10
1653,Antoine,,,Wright,,BKN,,3
1654,Anthony,,,Roberson,,MEM,,15
1655,Stephen,,,Graham,,HOU,,11
1656,John,,,Lucas III,,HOU,,11
1657,Randy,,,Holcomb,,CHI,,5
1658,Sean,,,Banks,,NOP,,19
1659,Alex,,,Acker,,DET,,9
1660,Bracey,,,Wright,,MIN,,18
1661,Chuck,,,Hayes,,HOU,,11
1662,Ronny,,,Turiaf,,LAL,,14
1663,Dwayne,,,Jones,,BOS,,2
1664,James,,,Lang,,ATL,,1
1665,Noel,,,Felix,,OKC,,21
1666,Luke,,,Schenscher,,CHI,,5
1667,Will,,,Bynum,,GSW,,10
1668,Anthony,,,Grundy,,ATL,,1
1669,Derrick,,,Zimmerman,,BKN,,3
1670,Jordan,,,Farmar,,LAL,,14
1671,Tyrus,,,Thomas,,CHI,,5
1672,Chris,,,Quinn,,MIA,,16
1673,Robert,,,Hite,,MIA,,16
1674,Cedric,,,Simmons,,NOP,,19
1675,Hilton,,,Armstrong,,NOP,,19
1676,Leon,,,Powe,,BOS,,2
1677,Randy,,,Foye,,MIN,,18
1678,Craig,,,Smith,,MIN,,18
1679,Patrick,,,O'Bryant,,GSW,,10
1680,Damir,,,Markota,,MIL,,17
1681,David,,,Noel,,MIL,,17
1682,Paul,,,Davis,,LAC,,13
1683,Renaldo,,,Balkman,,NYK,,20
1684,Mardy,,,Collins,,NYK,,20
1685,Alexander,,,Johnson,,MEM,,15
1686,Steve,,,Novak,,HOU,,11
1687,Vassilis,,,Spanoulis,,HOU,,11
1688,Ronnie,,,Brewer,,UTA,,29
1689,Brandon,,,Roy,G,POR,,25
